age/year,occupation,income,province,use,prod,prod2,prod3,prod4
36-40 ปี,ข้าราชการ/รัฐวิสาหกิจ,"30,001-40,000 บาท",กรุงเทพมหานคร,ครีมบำรุงผิวหน้า,ครีมบำรุงผิวหน้า,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,1 เดือน
41-45 ปี,ลูกจ้าง,"30,001-40,000 บาท",กรุงเทพมหานคร,ครีมบำรุงผิวหน้า,ครีมบำรุงรอบดวงตา,ร้านค้าในอินเทอร์เน็ต,ซื้อ,2 เดือน
45 ปีขึ้นไป,ข้าราชการ/รัฐวิสาหกิจ,"40,001-50,000 บาท",ประจวบคีรีขันธ์,แชมพู,เจลล้างมือ,ร้านค้าในอินเทอร์เน็ต,ซื้อ,3 เดือน
30-35 ปี,ธุรกิจส่วนตัว,"10,000-20,000 บาท",ประจวบคีรีขันธ์,โลชั่นบำรุงผิว,สบู่ก้อน,ร้านค้าในอินเทอร์เน็ต,ซื้อ,1 เดือน
45 ปีขึ้นไป,ข้าราชการ/รัฐวิสาหกิจ,"20,001-30,000 บาท",เชียงใหม่,แชมพู,แชมพู,สินค้า OTOP,ซื้อ,1 เดือน
45 ปีขึ้นไป,อาชีพอิสระ,"10,000-20,000 บาท",เชียงใหม่,แชมพู,ครีมบำรุงผิวหน้า,สินค้า OTOP,ซื้อ,1 เดือน
45 ปีขึ้นไป,ธุรกิจส่วนตัว,"20,001-30,000 บาท",เชียงใหม่,เจลล้างมือ,แชมพู,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,3 เดือน
45 ปีขึ้นไป,ธุรกิจส่วนตัว,"10,000-20,000 บาท",เชียงใหม่,เจลล้างหน้า,โลชั่นบำรุงผิว,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,3 เดือน
45 ปีขึ้นไป,ข้าราชการ/รัฐวิสาหกิจ,"30,001-40,000 บาท",เชียงใหม่,โลชั่นบำรุงผิว,โลชั่นบำรุงผิว,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,3 เดือน
45 ปีขึ้นไป,ข้าราชการ/รัฐวิสาหกิจ,"10,000-20,000 บาท",เชียงใหม่,แชมพู,ครีมบำรุงรอบดวงตา,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ไม่ซื้อ,3 เดือน
30-35 ปี,ลูกจ้าง,"10,000-20,000 บาท",เพชรบุรี,ครีมบำรุงรอบดวงตา,ครีมบำรุงรอบดวงตา,ร้านค้าในอินเทอร์เน็ต,ไม่ซื้อ,3 เดือน
30-35 ปี,ลูกจ้าง,"10,000-20,000 บาท",กระบี่,ครีมบำรุงผิวหน้า,ครีมบำรุงผิวหน้า,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,1 เดือน
30-35 ปี,ธุรกิจส่วนตัว,"10,000-20,000 บาท",กรุงเทพมหานคร,ครีมบำรุงผิวหน้า,วิตามินบำรุงผม,ตัวแทนจำหน่าย(ขายตรง),ไม่ซื้อ,1 เดือน
30-35 ปี,ลูกจ้าง,"10,000-20,000 บาท",เพชรบุรี,เจลล้างมือ,เจลล้างหน้า,ตัวแทนจำหน่าย(ขายตรง),ซื้อ,3 เดือน
30-35 ปี,ลูกจ้าง,"10,000-20,000 บาท",ประจวบคีรีขันธ์,เจลล้างหน้า,เจลล้างหน้า,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,2 เดือน
30-35 ปี,ข้าราชการ/รัฐวิสาหกิจ,"20,001-30,000 บาท",ยะลา,สบู่ก้อน,แชมพู,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,2 เดือน
30-35 ปี,ลูกจ้าง,"10,000-20,000 บาท",ประจวบคีรีขันธ์,แชมพู,เจลล้างมือ,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,1 เดือน
30-35 ปี,ข้าราชการ/รัฐวิสาหกิจ,"10,000-20,000 บาท",ชุมพร,เจลล้างหน้า,ครีมบำรุงรอบดวงตา,สินค้า OTOP,ซื้อ,1 เดือน
45 ปีขึ้นไป,ข้าราชการ/รัฐวิสาหกิจ,"30,001-40,000 บาท",ประจวบคีรีขันธ์,แชมพู,แชมพู,สินค้า OTOP,ซื้อ,2 เดือน
41-45 ปี,ลูกจ้าง,"20,001-30,000 บาท",เชียงใหม่,เจลล้างมือ,โลชั่นบำรุงผิว,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,2 เดือน
30-35 ปี,ข้าราชการ/รัฐวิสาหกิจ,"10,000-20,000 บาท",ปัตตานี,ครีมบำรุงผิวหน้า,เจลล้างมือ,ร้านค้าในอินเทอร์เน็ต,ซื้อ,1 เดือน
30-35 ปี,ลูกจ้าง,"30,001-40,000 บาท",ประจวบคีรีขันธ์,แชมพู,แชมพู,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,2 เดือน
36-40 ปี,ลูกจ้าง,"30,001-40,000 บาท",กรุงเทพมหานคร,ครีมบำรุงผิวหน้า,ครีมบำรุงผิวหน้า,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,3 เดือน
36-40 ปี,อาชีพอิสระ,"10,000-20,000 บาท",กรุงเทพมหานคร,แชมพู,วิตามินบำรุงผม,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,1 เดือน
30-35 ปี,ธุรกิจส่วนตัว,"10,000-20,000 บาท",กรุงเทพมหานคร,แชมพู,แชมพู,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,1 เดือน
36-40 ปี,ข้าราชการ/รัฐวิสาหกิจ,"10,000-20,000 บาท",ยะลา,เจลล้างหน้า,โลชั่นบำรุงผิว,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,1 เดือน
41-45 ปี,ข้าราชการ/รัฐวิสาหกิจ,"30,001-40,000 บาท",ประจวบคีรีขันธ์,ครีมบำรุงผิวหน้า,แชมพู,ร้านค้าในอินเทอร์เน็ต,ซื้อ,2 เดือน
41-45 ปี,ลูกจ้าง,"30,001-40,000 บาท",กรุงเทพมหานคร,เจลล้างหน้า,ครีมบำรุงรอบดวงตา,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,2 เดือน
30-35 ปี,ข้าราชการ/รัฐวิสาหกิจ,"10,000-20,000 บาท",กรุงเทพมหานคร,แชมพู,ครีมกำจัดขน,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,1 เดือน
30-35 ปี,ธุรกิจส่วนตัว,"20,001-30,000 บาท",กรุงเทพมหานคร,แชมพู,เจลล้างหน้า,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,3 เดือน
45 ปีขึ้นไป,อาชีพอิสระ,"20,001-30,000 บาท",กรุงเทพมหานคร,โลชั่นบำรุงผิว,วิตามินบำรุงผม,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,3 เดือน
45 ปีขึ้นไป,ข้าราชการ/รัฐวิสาหกิจ,"30,001-40,000 บาท",ประจวบคีรีขันธ์,โลชั่นบำรุงผิว,สบู่เหลวอาบน้ำ,ร้านค้าเพื่อความสวยงามทั่วไป,ไม่ซื้อ,3 เดือน
36-40 ปี,ข้าราชการ/รัฐวิสาหกิจ,"30,001-40,000 บาท",กรุงเทพมหานคร,แชมพู, เจลล้างหน้า,ตัวแทนจำหน่าย(ขายตรง),ซื้อ,1 เดือน
36-40 ปี,ข้าราชการ/รัฐวิสาหกิจ,"20,001-30,000 บาท",ปัตตานี,เจลล้างหน้า,ครีมบำรุงรอบดวงตา,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,1 เดือน
41-45 ปี,อาชีพอิสระ,"10,000-20,000 บาท",นครพนม,แชมพู,ครีมบำรุงผิวหน้า,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,3 เดือน
36-40 ปี,ข้าราชการ/รัฐวิสาหกิจ,"10,000-20,000 บาท",ยะลา ,แชมพู,เจลล้างมือ,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,1 เดือน
36-40 ปี,ข้าราชการ/รัฐวิสาหกิจ,"20,001-30,000 บาท",ปัตตานี,เจลล้างหน้า,ครีมกันแดด,ร้านค้าเพื่อความสวยงามทั่วไป,ไม่ซื้อ,1 เดือน
30-35 ปี,ข้าราชการ/รัฐวิสาหกิจ,"10,000-20,000 บาท",ปัตตานี,แชมพู,ครีมบำรุงผิวหน้า,สินค้า OTOP,ซื้อ,1 เดือน
30-35 ปี,ข้าราชการ/รัฐวิสาหกิจ,"10,000-20,000 บาท",กรุงเทพมหานคร,แชมพู,เจลล้างหน้า,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,2 เดือน
41-45 ปี,ข้าราชการ/รัฐวิสาหกิจ,"20,001-30,000 บาท",นครปฐม,เจลล้างหน้า,เจลล้างมือ,ร้านค้าในอินเทอร์เน็ต,ซื้อ,2 เดือน
30-35 ปี,ข้าราชการ/รัฐวิสาหกิจ,"10,000-20,000 บาท",สงขลา,เจลล้างมือ,โลชั่นบำรุงผิว,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,2 เดือน
30-35 ปี,อาชีพอิสระ,"10,000-20,000 บาท",ประจวบคีรีขันธ์,แชมพู,เจลล้างมือ,ร้านเสริมสวย,ซื้อ,2 เดือน
45 ปีขึ้นไป,ธุรกิจส่วนตัว,"10,000-20,000 บาท",สงขลา,แชมพู,เจลล้างมือ,สินค้า OTOP,ซื้อ,2 เดือน
36-40 ปี,ข้าราชการ/รัฐวิสาหกิจ,"30,001-40,000 บาท",กรุงเทพมหานคร,โลชั่นบำรุงผิว,เจลล้างมือ,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,3 เดือน
36-40 ปี,ข้าราชการ/รัฐวิสาหกิจ,"20,001-30,000 บาท",ปัตตานี,แชมพู,วิตามินบำรุงผม,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,3 เดือน
30-35 ปี,ลูกจ้าง,"20,001-30,000 บาท",กรุงเทพมหานคร,เจลล้างหน้า,สบู่ก้อน,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,2 เดือน
36-40 ปี,ข้าราชการ/รัฐวิสาหกิจ,"10,000-20,000 บาท",นราธิวาส,แชมพู,สบู่เหลวอาบน้ำ,สินค้า OTOP,ซื้อ,3 เดือน
45 ปีขึ้นไป,ข้าราชการ/รัฐวิสาหกิจ,"40,001-50,000 บาท",ปทุมธานี,ครีมบำรุงผิวหน้า,ครีมบำรุงผิวหน้า,ร้านค้าในอินเทอร์เน็ต,ซื้อ,3 เดือน
30-35 ปี,อาชีพอิสระ,"10,000-20,000 บาท",ประจวบคีรีขันธ์, โลชั่นบำรุงผิว,ครีมบำรุงผิวหน้า,ตัวแทนจำหน่าย(ขายตรง),ซื้อ,1 เดือน
30-35 ปี,อาชีพอิสระ,"10,000-20,000 บาท",ตรัง,สบู่ก้อน,แชมพู,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,1 เดือน
41-45 ปี,ลูกจ้าง,"10,000-20,000 บาท",กระบี่,เจลล้างมือ, เจลล้างมือ,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,1 เดือน
30-35 ปี,ธุรกิจส่วนตัว,"20,001-30,000 บาท",ประจวบคีรีขันธ์,แชมพู,ครีมบำรุงรอบดวงตา,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,1 เดือน
45 ปีขึ้นไป,อาชีพอิสระ,"10,000-20,000 บาท",เชียงใหม่,แชมพู,เจลล้างหน้า,ร้านค้าในอินเทอร์เน็ต,ซื้อ,3 เดือน
36-40 ปี,ลูกจ้าง,"30,001-40,000 บาท",ประจวบคีรีขันธ์,เจลล้างมือ,เจลล้างมือ,สินค้า OTOP,ซื้อ,2 เดือน
30-35 ปี,ลูกจ้าง,"20,001-30,000 บาท",ประจวบคีรีขันธ์,ครีมบำรุงรอบดวงตา, เจลล้างมือ,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,3 เดือน
41-45 ปี,ลูกจ้าง,"30,001-40,000 บาท",เพชรบุรี,เจลล้างหน้า,เจลล้างมือ,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,1 เดือน
41-45 ปี,ลูกจ้าง,"20,001-30,000 บาท",กรุงเทพมหานคร,เจลล้างมือ,โลชั่นบำรุงผิว,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,2 เดือน
41-45 ปี,ธุรกิจส่วนตัว,"40,001-50,000 บาท",กรุงเทพมหานคร,ครีมบำรุงผิวหน้า,วิตามินบำรุงผม,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,3 เดือน
30-35 ปี,ข้าราชการ/รัฐวิสาหกิจ,"20,001-30,000 บาท",นครราชสีมา,ครีมบำรุงผิวหน้า,ครีมบำรุงผิวหน้า,สินค้า OTOP,ซื้อ,2 เดือน
45 ปีขึ้นไป,อาชีพอิสระ,"40,001-50,000 บาท",กรุงเทพมหานคร,เจลล้างมือ,ครีมบำรุงผิวหน้า,ร้านค้าในอินเทอร์เน็ต,ไม่ซื้อ,3 เดือน
30-35 ปี,ลูกจ้าง,"10,000-20,000 บาท",เพชรบุรี, สบู่เหลวอาบน้ำ,สบู่เหลวอาบน้ำ,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,2 เดือน
30-35 ปี,ลูกจ้าง,"40,001-50,000 บาท",กรุงเทพมหานคร,โลชั่นบำรุงผิว,ครีมบำรุงผิวหน้า,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,2 เดือน
30-35 ปี,ลูกจ้าง,"10,000-20,000 บาท",ประจวบคีรีขันธ์,ครีมบำรุงรอบดวงตา,ครีมบำรุงผิวหน้า,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,2 เดือน
41-45 ปี,ข้าราชการ/รัฐวิสาหกิจ,"30,001-40,000 บาท",กรุงเทพมหานคร,วิตามินบำรุงผม,โลชั่นบำรุงผิว,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,2 เดือน
45 ปีขึ้นไป,ข้าราชการ/รัฐวิสาหกิจ,"20,001-30,000 บาท",ลำพูน,แชมพู,สบู่ก้อน,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,3 เดือน
30-35 ปี,ลูกจ้าง,"20,001-30,000 บาท",นนทบุรี,โลชั่นบำรุงผิว,ครีมบำรุงผิวหน้า,ร้านค้าในอินเทอร์เน็ต,ไม่ซื้อ,2 เดือน
36-40 ปี,ข้าราชการ/รัฐวิสาหกิจ,"20,001-30,000 บาท",ประจวบคีรีขันธ์,เจลล้างมือ,สบู่เหลวอาบน้ำ,ร้านค้าในอินเทอร์เน็ต,ซื้อ,1 เดือน
30-35 ปี,ลูกจ้าง,"20,001-30,000 บาท",กรุงเทพมหานคร,ครีมบำรุงผิวหน้า,เจลล้างมือ,ร้านค้าในอินเทอร์เน็ต,ซื้อ,1 เดือน
45 ปีขึ้นไป,ข้าราชการ/รัฐวิสาหกิจ,"30,001-40,000 บาท",ลำพูน,แชมพู,แชมพู,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,2 เดือน
30-35 ปี,อาชีพอิสระ,"10,000-20,000 บาท",ประจวบคีรีขันธ์,โลชั่นบำรุงผิว,ครีมบำรุงรอบดวงตา,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,3 เดือน
36-40 ปี,ลูกจ้าง,"40,001-50,000 บาท",ประจวบคีรีขันธ์,เจลล้างหน้า,เจลล้างหน้า,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,1 เดือน
45 ปีขึ้นไป,อาชีพอิสระ,"10,000-20,000 บาท",อุดรธานี,แชมพู,ครีมบำรุงผิวหน้า,สินค้า OTOP,ซื้อ,3 เดือน
45 ปีขึ้นไป,ข้าราชการ/รัฐวิสาหกิจ,"20,001-30,000 บาท",นนทบุรี,แชมพู,สบู่ก้อน,ตัวแทนจำหน่าย(ขายตรง),ซื้อ,3 เดือน
41-45 ปี,ข้าราชการ/รัฐวิสาหกิจ,"20,001-30,000 บาท",ปัตตานี,ครีมบำรุงรอบดวงตา,เจลล้างหน้า,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,2 เดือน
36-40 ปี,ธุรกิจส่วนตัว,"10,000-20,000 บาท",กรุงเทพมหานคร,ครีมบำรุงผิวหน้า,ครีมบำรุงผิวหน้า,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,2 เดือน
45 ปีขึ้นไป,ข้าราชการ/รัฐวิสาหกิจ,"20,001-30,000 บาท",เชียงใหม่,แชมพู,แชมพู,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,2 เดือน
45 ปีขึ้นไป,ข้าราชการ/รัฐวิสาหกิจ,"40,001-50,000 บาท",ลำพูน,วิตามินบำรุงผม,เจลล้างมือ,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,3 เดือน
41-45 ปี,ข้าราชการ/รัฐวิสาหกิจ,"40,001-50,000 บาท",สงขลา,โลชั่นบำรุงผิว,แชมพู,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,2 เดือน
30-35 ปี,ธุรกิจส่วนตัว,"10,000-20,000 บาท",ชุมพร, ครีมบำรุงผิวหน้า,แชมพู,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,3 เดือน
30-35 ปี,ลูกจ้าง,"20,001-30,000 บาท",กรุงเทพมหานคร, เจลล้างมือ,โลชั่นบำรุงผิว,ร้านค้าในอินเทอร์เน็ต,ซื้อ,3 เดือน
30-35 ปี,ธุรกิจส่วนตัว,"10,000-20,000 บาท",กรุงเทพมหานคร,สบู่เหลวอาบน้ำ, สบู่เหลวอาบน้ำ,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,2 เดือน
36-40 ปี,อาชีพอิสระ,"10,000-20,000 บาท",ประจวบคีรีขันธ์,สบู่เหลวอาบน้ำ, สบู่เหลวอาบน้ำ,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,3 เดือน
30-35 ปี,ลูกจ้าง,"40,001-50,000 บาท",นนทบุรี,เจลล้างมือ,โลชั่นบำรุงผิว,ร้านค้าในอินเทอร์เน็ต,ซื้อ,2 เดือน
30-35 ปี,ข้าราชการ/รัฐวิสาหกิจ,"20,001-30,000 บาท",กรุงเทพมหานคร,แชมพู,ครีมบำรุงรอบดวงตา,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,2 เดือน
36-40 ปี,ข้าราชการ/รัฐวิสาหกิจ,"20,001-30,000 บาท",กรุงเทพมหานคร,เจลล้างมือ, โลชั่นบำรุงผิว,ร้านค้าในอินเทอร์เน็ต,ซื้อ,2 เดือน
30-35 ปี,อาชีพอิสระ,"10,000-20,000 บาท",ประจวบคีรีขันธ์,ครีมบำรุงผิวหน้า,โลชั่นบำรุงผิว,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,1 เดือน
30-35 ปี,ลูกจ้าง,"10,000-20,000 บาท",สงขลา,ครีมบำรุงผิวหน้า, โลชั่นบำรุงผิว,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,2 เดือน
36-40 ปี,ลูกจ้าง,"20,001-30,000 บาท",นนทบุรี,ครีมบำรุงผิวหน้า,ครีมกันแดด,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,1 เดือน
36-40 ปี,ธุรกิจส่วนตัว,"10,000-20,000 บาท",กรุงเทพมหานคร,แชมพู, สบู่ก้อน,สินค้า OTOP,ซื้อ,3 เดือน
36-40 ปี,ลูกจ้าง,"30,001-40,000 บาท",กรุงเทพมหานคร,ครีมบำรุงผิวหน้า, สบู่ก้อน,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,2 เดือน
41-45 ปี,อาชีพอิสระ,"20,001-30,000 บาท",นนทบุรี,ครีมบำรุงรอบดวงตา,เจลล้างมือ,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,2 เดือน
30-35 ปี,ข้าราชการ/รัฐวิสาหกิจ,"20,001-30,000 บาท",ชลบุรี,สบู่ก้อน,สบู่เหลวอาบน้ำ,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,1 เดือน
36-40 ปี,ลูกจ้าง,"20,001-30,000 บาท",กรุงเทพมหานคร,แชมพู,เจลล้างหน้า,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,1 เดือน
30-35 ปี,ลูกจ้าง,"20,001-30,000 บาท",กรุงเทพมหานคร,ครีมบำรุงผิวหน้า,เจลล้างหน้า,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,2 เดือน
36-40 ปี,ลูกจ้าง,"30,001-40,000 บาท",ประจวบคีรีขันธ์,แชมพู,แชมพู,ร้านค้าในอินเทอร์เน็ต,ซื้อ,1 เดือน
30-35 ปี,ลูกจ้าง,"10,000-20,000 บาท",ปัตตานี,แชมพู,แชมพู,สินค้า OTOP,ไม่ซื้อ,1 เดือน
36-40 ปี,ธุรกิจส่วนตัว,"10,000-20,000 บาท",ระยอง,แชมพู,ครีมบำรุงผิวหน้า,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,1 เดือน
30-35 ปี,ธุรกิจส่วนตัว,"20,001-30,000 บาท",พังงา,เจลล้างหน้า,สบู่ทำความสะอาดจุดซ้อนเร้น,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,1 เดือน
36-40 ปี,ลูกจ้าง,"10,000-20,000 บาท",นครศรีธรรมราช,ครีมบำรุงผิวหน้า,ครีมบำรุงผิวหน้า,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,2 เดือน
30-35 ปี,ธุรกิจส่วนตัว,"10,000-20,000 บาท",นครศรีธรรมราช,เจลล้างหน้า, ครีมบำรุงผิวหน้า,ตัวแทนจำหน่าย(ขายตรง),ซื้อ,1 เดือน
30-35 ปี,ลูกจ้าง,"10,000-20,000 บาท",สุราษฎร์ธานี,โลชั่นบำรุงผิว,เจลล้างหน้า,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,1 เดือน
36-40 ปี,ลูกจ้าง,"20,001-30,000 บาท",กรุงเทพมหานคร,เจลล้างมือ, โลชั่นบำรุงผิว,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,2 เดือน
36-40 ปี,ธุรกิจส่วนตัว,"20,001-30,000 บาท",ฉะเชิงเทรา,แชมพู,สบู่ทำความสะอาดจุดซ้อนเร้น,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,2 เดือน
30-35 ปี,ลูกจ้าง,"10,000-20,000 บาท",สุราษฎร์ธานี,แชมพู,โลชั่นบำรุงผิว,ร้านค้าในอินเทอร์เน็ต,ซื้อ,2 เดือน
30-35 ปี,ลูกจ้าง,"40,001-50,000 บาท",สมุทรสาคร, สบู่เหลวอาบน้ำ,เจลล้างมือ,ร้านค้าในอินเทอร์เน็ต,ซื้อ,3 เดือน
