age/year,occupation,income,province,use,prod,prod2,prod3,prod4
45 ปีขึ้นไป,ลูกจ้าง,"30,001-40,000 บาท",กรุงเทพมหานคร,โลชั่นบำรุงผิว,โลชั่นบำรุงผิว,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,2 เดือน
41-45 ปี,ลูกจ้าง,"30,001-40,000 บาท",กรุงเทพมหานคร,โลชั่นบำรุงผิว,โลชั่นบำรุงผิว,ร้านค้าในอินเทอร์เน็ต,ซื้อ,2 เดือน
45 ปีขึ้นไป,ข้าราชการ/รัฐวิสาหกิจ,"40,001-50,000 บาท",ขอนแก่น,สบู่เหลวอาบน้ำ,ครีมบำรุงรอบดวงตา,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,1 เดือน
45 ปีขึ้นไป,ข้าราชการ/รัฐวิสาหกิจ,"40,001-50,000 บาท",เพชรบูรณ์,ครีมกันแดด,โลชั่นบำรุงผิว,ร้านค้าในอินเทอร์เน็ต,ซื้อ,2 เดือน
45 ปีขึ้นไป,อาชีพอิสระ,"40,001-50,000 บาท",กรุงเทพมหานคร,แชมพู,แชมพู,สินค้า OTOP,ไม่ซื้อ,3 เดือน
41-45 ปี,ข้าราชการ/รัฐวิสาหกิจ,"30,001-40,000 บาท",บุรีรัมย์,โลชั่นบำรุงผิว,ครีมบำรุงผิวหน้า,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,1 เดือน
41-45 ปี,ข้าราชการ/รัฐวิสาหกิจ,"40,001-50,000 บาท",เลย,แชมพู,เจลล้างหน้า,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,3 เดือน
45 ปีขึ้นไป,อาชีพอิสระ,"10,000-20,000 บาท",นครราชสีมา,แชมพู,แชมพู,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,3 เดือน
45 ปีขึ้นไป,ธุรกิจส่วนตัว,"10,000-20,000 บาท",กรุงเทพมหานคร,สบู่เหลวอาบน้ำ,แชมพู,สินค้า OTOP,ซื้อ,2 เดือน
45 ปีขึ้นไป,ข้าราชการ/รัฐวิสาหกิจ,"40,001-50,000 บาท",กรุงเทพมหานคร,เจลล้างมือ,ครีมบำรุงผิวหน้า,ตัวแทนจำหน่าย(ขายตรง),ซื้อ,3 เดือน
41-45 ปี,ข้าราชการ/รัฐวิสาหกิจ,"30,001-40,000 บาท",หนองคาย,โลชั่นบำรุงผิว,ครีมกันแดด,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,1 เดือน
36-40 ปี,ธุรกิจส่วนตัว,"10,000-20,000 บาท",สตูล,แชมพู,แชมพู,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,1 เดือน
30-35 ปี,อาชีพอิสระ,"10,000-20,000 บาท",สตูล,ครีมบำรุงรอบดวงตา,โลชั่นบำรุงผิว,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,2 เดือน
41-45 ปี,ข้าราชการ/รัฐวิสาหกิจ,"30,001-40,000 บาท",กระบี่,แชมพู,เจลล้างมือ,ร้านค้าในอินเทอร์เน็ต,ซื้อ,3 เดือน
36-40 ปี,ข้าราชการ/รัฐวิสาหกิจ,"10,000-20,000 บาท",นครราชสีมา,แชมพู,โลชั่นบำรุงผิว,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,2 เดือน
30-35 ปี,ข้าราชการ/รัฐวิสาหกิจ,"20,001-30,000 บาท",นครราชสีมา,แชมพู,แชมพู,ร้านค้าในอินเทอร์เน็ต,ซื้อ,1 เดือน
36-40 ปี,ลูกจ้าง,"40,001-50,000 บาท",สระแก้ว,แชมพู,แชมพู,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,1 เดือน
41-45 ปี,ลูกจ้าง,"20,001-30,000 บาท",นครราชสีมา,วิตามินบำรุงผม,สบู่เหลวอาบน้ำ,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,3 เดือน
30-35 ปี,ธุรกิจส่วนตัว,"10,000-20,000 บาท",ประจวบคีรีขันธ์,เจลล้างมือ,เจลล้างมือ,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,3 เดือน
30-35 ปี,ธุรกิจส่วนตัว,"10,000-20,000 บาท",บุรีรัมย์,สบู่ก้อน,ครีมบำรุงผิวหน้า,ร้านค้าในอินเทอร์เน็ต,ซื้อ,1 เดือน
30-35 ปี,ข้าราชการ/รัฐวิสาหกิจ,"10,000-20,000 บาท",ประจวบคีรีขันธ์,เจลล้างมือ,เจลล้างมือ,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,2 เดือน
41-45 ปี,ธุรกิจส่วนตัว,"40,001-50,000 บาท",นนทบุรี,โลชั่นบำรุงผิว,เจลล้างมือ,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,3 เดือน
36-40 ปี,ข้าราชการ/รัฐวิสาหกิจ,"10,000-20,000 บาท",ภูเก็ต,ครีมบำรุงผิวหน้า,โลชั่นบำรุงผิว,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,1 เดือน
36-40 ปี,อาชีพอิสระ,"10,000-20,000 บาท",นครศรีธรรมราช,เจลล้างหน้า,แชมพู,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,2 เดือน
41-45 ปี,ธุรกิจส่วนตัว,"30,001-40,000 บาท",กรุงเทพมหานคร,เจลล้างมือ,ครีมบำรุงผิวหน้า,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,1 เดือน
45 ปีขึ้นไป,ข้าราชการ/รัฐวิสาหกิจ,"20,001-30,000 บาท",ปทุมธานี,โลชั่นบำรุงผิว,ครีมบำรุงผิวหน้า,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,1 เดือน
41-45 ปี,ลูกจ้าง,"10,000-20,000 บาท",กรุงเทพมหานคร,โลชั่นบำรุงผิว,ครีมกันแดด,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,1 เดือน
30-35 ปี,ลูกจ้าง,"10,000-20,000 บาท",นครศรีธรรมราช,โลชั่นบำรุงผิว,สบู่ก้อน,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,3 เดือน
30-35 ปี,ข้าราชการ/รัฐวิสาหกิจ,"40,001-50,000 บาท",บุรีรัมย์,ครีมบำรุงผิวหน้า,วิตามินบำรุงผม,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,1 เดือน
36-40 ปี,อาชีพอิสระ,"20,001-30,000 บาท",นครศรีธรรมราช,เจลล้างมือ,เจลล้างหน้า,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,2 เดือน
36-40 ปี,อาชีพอิสระ,"10,000-20,000 บาท",สตูล,แชมพู,แชมพู,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,3 เดือน
45 ปีขึ้นไป,อาชีพอิสระ,"10,000-20,000 บาท",บุรีรัมย์,แชมพู,เจลล้างมือ,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,2 เดือน
45 ปีขึ้นไป,ลูกจ้าง,"10,000-20,000 บาท",บุรีรัมย์,แชมพู,เจลล้างมือ,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,3 เดือน
30-35 ปี,ลูกจ้าง,"10,000-20,000 บาท",ประจวบคีรีขันธ์,เจลล้างมือ,เจลล้างหน้า,ร้านค้าในอินเทอร์เน็ต,ซื้อ,1 เดือน
30-35 ปี,ลูกจ้าง,"10,000-20,000 บาท",ประจวบคีรีขันธ์,แชมพู,โลชั่นบำรุงผิว,ร้านค้าในอินเทอร์เน็ต,ซื้อ,1 เดือน
36-40 ปี,ธุรกิจส่วนตัว,"40,001-50,000 บาท",กรุงเทพมหานคร,แชมพู,แชมพู,สินค้า OTOP,ซื้อ,3 เดือน
45 ปีขึ้นไป,ข้าราชการ/รัฐวิสาหกิจ,"30,001-40,000 บาท",บุรีรัมย์,เจลล้างหน้า,เจลล้างมือ,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,3 เดือน
41-45 ปี,ข้าราชการ/รัฐวิสาหกิจ,"20,001-30,000 บาท",บุรีรัมย์,โลชั่นบำรุงผิว,สบู่ก้อน,ร้านค้าเพื่อความสวยงามทั่วไป,ไม่ซื้อ,3 เดือน
30-35 ปี,ข้าราชการ/รัฐวิสาหกิจ,"10,000-20,000 บาท",ปทุมธานี,เจลล้างมือ,ครีมกันแดด,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,1 เดือน
30-35 ปี,ธุรกิจส่วนตัว,"10,000-20,000 บาท",ประจวบคีรีขันธ์,แชมพู,แชมพู,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,1 เดือน
30-35 ปี,อาชีพอิสระ,"10,000-20,000 บาท",ประจวบคีรีขันธ์,เจลล้างหน้า,โลชั่นบำรุงผิว,ตัวแทนจำหน่าย(ขายตรง),ซื้อ,1 เดือน
45 ปีขึ้นไป,ข้าราชการ/รัฐวิสาหกิจ,"40,001-50,000 บาท",กรุงเทพมหานคร,เจลล้างหน้า,เจลล้างหน้า,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,1 เดือน
36-40 ปี,ธุรกิจส่วนตัว,"10,000-20,000 บาท",ยะลา,แชมพู,เจลล้างมือ,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,1 เดือน
36-40 ปี,ธุรกิจส่วนตัว,"10,000-20,000 บาท",กระบี่,แชมพู,โลชั่นบำรุงผิว,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,1 เดือน
30-35 ปี,ข้าราชการ/รัฐวิสาหกิจ,"30,001-40,000 บาท",ประจวบคีรีขันธ์,สบู่เหลวอาบน้ำ,แชมพู,สินค้า OTOP,ไม่ซื้อ,3 เดือน
36-40 ปี,ลูกจ้าง,"10,000-20,000 บาท",พัทลุง,เจลล้างมือ,เจลล้างมือ,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,2 เดือน
36-40 ปี,ข้าราชการ/รัฐวิสาหกิจ,"20,001-30,000 บาท",ประจวบคีรีขันธ์,เจลล้างหน้า,เจลล้างหน้า,ร้านค้าในอินเทอร์เน็ต,ซื้อ,3 เดือน
30-35 ปี,ข้าราชการ/รัฐวิสาหกิจ,"20,001-30,000 บาท",กรุงเทพมหานคร,เจลล้างมือ,เจลล้างหน้า,ร้านค้าในอินเทอร์เน็ต,ซื้อ,1 เดือน
30-35 ปี,ลูกจ้าง,"10,000-20,000 บาท",กรุงเทพมหานคร,เจลล้างหน้า,โลชั่นบำรุงผิว,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,3 เดือน
41-45 ปี,ธุรกิจส่วนตัว,"20,001-30,000 บาท",นครราชสีมา,เจลล้างมือ,ครีมบำรุงรอบดวงตา,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,1 เดือน
41-45 ปี,ข้าราชการ/รัฐวิสาหกิจ,"40,001-50,000 บาท",บุรีรัมย์,เจลล้างมือ,ครีมบำรุงผิวหน้า,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,2 เดือน
30-35 ปี,ข้าราชการ/รัฐวิสาหกิจ,"20,001-30,000 บาท",กรุงเทพมหานคร,เจลล้างมือ,ครีมกันแดด,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,3 เดือน
30-35 ปี,ธุรกิจส่วนตัว,"10,000-20,000 บาท",บุรีรัมย์,แชมพู,แชมพู,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,1 เดือน
30-35 ปี,อาชีพอิสระ,"10,000-20,000 บาท",นครศรีธรรมราช,ครีมบำรุงผิวหน้า,สบู่ทำความสะอาดจุดซ้อนเร้น,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,1 เดือน
41-45 ปี,ข้าราชการ/รัฐวิสาหกิจ,"30,001-40,000 บาท",บุรีรัมย์,เจลล้างมือ,ครีมบำรุงผิวหน้า,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,1 เดือน
30-35 ปี,ธุรกิจส่วนตัว,"10,000-20,000 บาท",ประจวบคีรีขันธ์,แชมพู,ครีมบำรุงรอบดวงตา,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,2 เดือน
30-35 ปี,ลูกจ้าง,"10,000-20,000 บาท",สุราษฎร์ธานี,แชมพู,เจลล้างหน้า,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,2 เดือน
30-35 ปี,อาชีพอิสระ,"10,000-20,000 บาท",อุตรดิตถ์​,เจลล้างมือ,เจลล้างมือ,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,1 เดือน
36-40 ปี,ข้าราชการ/รัฐวิสาหกิจ,"20,001-30,000 บาท",กระบี่,แชมพู,ครีมบำรุงผิวหน้า,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,2 เดือน
30-35 ปี,ข้าราชการ/รัฐวิสาหกิจ,"40,001-50,000 บาท",กรุงเทพมหานคร,แชมพู,แชมพู,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,1 เดือน
30-35 ปี,ธุรกิจส่วนตัว,"10,000-20,000 บาท",ประจวบคีรีขันธ์,โลชั่นบำรุงผิว,เจลล้างมือ,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,1 เดือน
41-45 ปี,ลูกจ้าง,"40,001-50,000 บาท",สมุทรปราการ,ครีมบำรุงผิวหน้า,สบู่ก้อน,สินค้า OTOP,ซื้อ,1 เดือน
30-35 ปี,ลูกจ้าง,"10,000-20,000 บาท",ประจวบคีรีขันธ์,ครีมบำรุงผิวหน้า,ครีมบำรุงผิวหน้า,ตัวแทนจำหน่าย(ขายตรง),ซื้อ,1 เดือน
30-35 ปี,ธุรกิจส่วนตัว,"10,000-20,000 บาท",ประจวบคีรีขันธ์,วิตามินบำรุงผม,เจลล้างหน้า,ร้านเสริมสวย,ซื้อ,3 เดือน
45 ปีขึ้นไป,ข้าราชการ/รัฐวิสาหกิจ,"40,001-50,000 บาท",บุรีรัมย์,แชมพู,แชมพู,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,1 เดือน
30-35 ปี,อาชีพอิสระ,"10,000-20,000 บาท",กรุงเทพมหานคร,เจลล้างหน้า,ครีมบำรุงผิวหน้า,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,1 เดือน
36-40 ปี,ข้าราชการ/รัฐวิสาหกิจ,"20,001-30,000 บาท",กรุงเทพมหานคร,แชมพู,แชมพู,ร้านค้าในอินเทอร์เน็ต,ซื้อ,1 เดือน
30-35 ปี,ธุรกิจส่วนตัว,"10,000-20,000 บาท",เพชรบุรี,แชมพู,สบู่เหลวอาบน้ำ,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,2 เดือน
36-40 ปี,ลูกจ้าง,"40,001-50,000 บาท",กรุงเทพมหานคร,ครีมบำรุงผิวหน้า,ครีมกำจัดขน,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,1 เดือน
45 ปีขึ้นไป,ข้าราชการ/รัฐวิสาหกิจ,"40,001-50,000 บาท",มหาสารคาม,เจลล้างหน้า,โลชั่นบำรุงผิว,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,2 เดือน
30-35 ปี,ลูกจ้าง,"20,001-30,000 บาท",กรุงเทพมหานคร,เจลล้างมือ,สบู่เหลวอาบน้ำ,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,3 เดือน
41-45 ปี,ข้าราชการ/รัฐวิสาหกิจ,"20,001-30,000 บาท",บุรีรัมย์,แชมพู,ครีมกันแดด,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,2 เดือน
41-45 ปี,ข้าราชการ/รัฐวิสาหกิจ,"20,001-30,000 บาท",กรุงเทพมหานคร,แชมพู,แชมพู,สินค้า OTOP,ไม่ซื้อ,3 เดือน
45 ปีขึ้นไป,ข้าราชการ/รัฐวิสาหกิจ,"40,001-50,000 บาท",สุรินทร์,แชมพู,สบู่เหลวอาบน้ำ,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,1 เดือน
30-35 ปี,ธุรกิจส่วนตัว,"40,001-50,000 บาท",บุรีรัมย์,สบู่เหลวอาบน้ำ,เจลล้างหน้า,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,2 เดือน
41-45 ปี,อาชีพอิสระ,"20,001-30,000 บาท",บุรีรัมย์,แชมพู,เจลล้างมือ,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,2 เดือน
36-40 ปี,ลูกจ้าง,"10,000-20,000 บาท",บุรีรัมย์,โลชั่นบำรุงผิว,โลชั่นบำรุงผิว,สินค้า OTOP,ซื้อ,2 เดือน
36-40 ปี,ลูกจ้าง,"20,001-30,000 บาท",ปราจีนบุรี,โลชั่นบำรุงผิว,โลชั่นบำรุงผิว,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,1 เดือน
41-45 ปี,ข้าราชการ/รัฐวิสาหกิจ,"40,001-50,000 บาท",กรุงเทพมหานคร,แชมพู,เจลล้างมือ,สินค้า OTOP,ไม่ซื้อ,3 เดือน
45 ปีขึ้นไป,ธุรกิจส่วนตัว,"40,001-50,000 บาท",กรุงเทพมหานคร,สบู่เหลวอาบน้ำ,แชมพู,สินค้า OTOP,ซื้อ,3 เดือน
41-45 ปี,ข้าราชการ/รัฐวิสาหกิจ,"10,000-20,000 บาท",ประจวบคีรีขันธ์,เจลล้างหน้า,เจลล้างหน้า,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,2 เดือน
30-35 ปี,ข้าราชการ/รัฐวิสาหกิจ,"30,001-40,000 บาท",มหาสารคาม,เจลล้างมือ,เจลล้างมือ,ร้านค้าในอินเทอร์เน็ต,ซื้อ,2 เดือน
45 ปีขึ้นไป,ข้าราชการ/รัฐวิสาหกิจ,"40,001-50,000 บาท",บุรีรัมย์,แชมพู,สบู่เหลวอาบน้ำ,สินค้า OTOP,ซื้อ,3 เดือน
30-35 ปี,ลูกจ้าง,"10,000-20,000 บาท",กรุงเทพมหานคร ,ครีมบำรุงผิวหน้า,เจลล้างมือ,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,1 เดือน
36-40 ปี,ข้าราชการ/รัฐวิสาหกิจ,"10,000-20,000 บาท",ประจวบคีรีขันธ์,แชมพู,แชมพู,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,2 เดือน
41-45 ปี,ข้าราชการ/รัฐวิสาหกิจ,"40,001-50,000 บาท",บุรีรัมย์,โลชั่นบำรุงผิว,เจลล้างมือ,สินค้า OTOP,ซื้อ,3 เดือน
41-45 ปี,ลูกจ้าง,"20,001-30,000 บาท",กรุงเทพมหานคร,แชมพู,แชมพู,ร้านค้าในอินเทอร์เน็ต,ซื้อ,2 เดือน
36-40 ปี,ธุรกิจส่วนตัว,"20,001-30,000 บาท",กรุงเทพมหานคร,เจลล้างหน้า,เจลล้างมือ,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,2 เดือน
36-40 ปี,อาชีพอิสระ,"10,000-20,000 บาท",พัทลุง,โลชั่นบำรุงผิว,แชมพู,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,1 เดือน
41-45 ปี,ข้าราชการ/รัฐวิสาหกิจ,"20,001-30,000 บาท",บุรีรัมย์, โลชั่นบำรุงผิว,เจลล้างหน้า,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,2 เดือน
30-35 ปี,ข้าราชการ/รัฐวิสาหกิจ,"10,000-20,000 บาท",กรุงเทพมหานคร,แชมพู,เจลล้างมือ,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,2 เดือน
30-35 ปี,ธุรกิจส่วนตัว,"10,000-20,000 บาท",พัทลุง,วิตามินบำรุงผม,วิตามินบำรุงผม,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,2 เดือน
30-35 ปี,ธุรกิจส่วนตัว,"10,000-20,000 บาท",นครศรีธรรมราช,สบู่ก้อน,ครีมบำรุงผิวหน้า,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,2 เดือน
30-35 ปี,ธุรกิจส่วนตัว,"10,000-20,000 บาท",พัทลุง,โลชั่นบำรุงผิว,โลชั่นบำรุงผิว,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,1 เดือน
30-35 ปี,ธุรกิจส่วนตัว,"20,001-30,000 บาท",ระนอง, เจลล้างมือ,เจลล้างมือ,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,3 เดือน
30-35 ปี,ข้าราชการ/รัฐวิสาหกิจ,"30,001-40,000 บาท",นครศรีธรรมราช,ครีมบำรุงผิวหน้า,เจลล้างมือ,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,2 เดือน
30-35 ปี,ลูกจ้าง,"40,001-50,000 บาท",กรุงเทพมหานคร,เจลล้างหน้า,สบู่เหลวอาบน้ำ,ร้านค้าในอินเทอร์เน็ต,ซื้อ,2 เดือน
36-40 ปี,ลูกจ้าง,"40,001-50,000 บาท",ภูเก็ต,โลชั่นบำรุงผิว,เจลล้างมือ,ร้านค้าเพื่อความสวยงามทั่วไป,ไม่ซื้อ,1 เดือน
36-40 ปี,ลูกจ้าง,"40,001-50,000 บาท",ภูเก็ต,โลชั่นบำรุงผิว,โลชั่นบำรุงผิว,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,2 เดือน
36-40 ปี,ลูกจ้าง,"20,001-30,000 บาท",ภูเก็ต,เจลล้างมือ,เจลล้างมือ,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,2 เดือน
41-45 ปี,ลูกจ้าง,"10,000-20,000 บาท",ภูเก็ต,แชมพู,สบู่เหลวอาบน้ำ,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,1 เดือน
30-35 ปี,ลูกจ้าง,"10,000-20,000 บาท",สงขลา,ครีมบำรุงผิวหน้า,ครีมบำรุงผิวหน้า,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,1 เดือน
30-35 ปี,ลูกจ้าง,"20,001-30,000 บาท",สงขลา,โลชั่นบำรุงผิว,สบู่เหลวอาบน้ำ,ร้านค้าในอินเทอร์เน็ต,ซื้อ,2 เดือน
36-40 ปี,ลูกจ้าง,"40,001-50,000 บาท",ภูเก็ต,เจลล้างมือ,เจลล้างมือ,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,1 เดือน
30-35 ปี,ลูกจ้าง,"10,000-20,000 บาท",ภูเก็ต,ครีมบำรุงผิวหน้า,วิตามินบำรุงผม,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,1 เดือน
36-40 ปี,ข้าราชการ/รัฐวิสาหกิจ,"40,001-50,000 บาท",ภูเก็ต,แชมพู,เจลล้างหน้า,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,3 เดือน
