age/year,occupation,income,province,use,prod,prod2,prod3,prod4
36-40 ปี,ลูกจ้าง,"30,001-40,000 บาท",กรุงเทพมหานคร,แชมพู,เจลล้างมือ,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,3 เดือน
36-40 ปี,ลูกจ้าง,"40,001-50,000 บาท",สงขลา,แชมพู,โลชั่นบำรุงผิว,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,2 เดือน
30-35 ปี,ธุรกิจส่วนตัว,"40,001-50,000 บาท",กรุงเทพมหานคร,โลชั่นบำรุงผิว,โลชั่นบำรุงผิว,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,3 เดือน
41-45 ปี,ธุรกิจส่วนตัว,"30,001-40,000 บาท",สงขลา,แชมพู,แชมพู,ร้านค้าในอินเทอร์เน็ต,ซื้อ,3 เดือน
45 ปีขึ้นไป,อาชีพอิสระ,"40,001-50,000 บาท",สงขลา,แชมพู,แชมพู,สินค้า OTOP,ซื้อ,1 เดือน
36-40 ปี,ลูกจ้าง,"30,001-40,000 บาท",ปทุมธานี,โลชั่นบำรุงผิว,วิตามินบำรุงผม,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,2 เดือน
36-40 ปี,ลูกจ้าง,"10,000-20,000 บาท",กรุงเทพมหานคร,แชมพู,โลชั่นบำรุงผิว,ร้านค้าในอินเทอร์เน็ต,ซื้อ,2 เดือน
36-40 ปี,ลูกจ้าง,"30,001-40,000 บาท",กรุงเทพมหานคร,ครีมบำรุงผิวหน้า,เจลล้างหน้า,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ไม่ซื้อ,3 เดือน
45 ปีขึ้นไป,อาชีพอิสระ,"20,001-30,000 บาท",พังงา,ครีมบำรุงผิวหน้า,ครีมบำรุงรอบดวงตา,สินค้า OTOP,ซื้อ,3 เดือน
36-40 ปี,ธุรกิจส่วนตัว,"20,001-30,000 บาท",สงขลา,แชมพู,สบู่เหลวอาบน้ำ,ร้านค้าในอินเทอร์เน็ต,ซื้อ,1 เดือน
36-40 ปี,ข้าราชการ/รัฐวิสาหกิจ,"30,001-40,000 บาท",นครปฐม,เจลล้างมือ,ครีมบำรุงผิวหน้า,ร้านค้าในอินเทอร์เน็ต,ซื้อ,3 เดือน
30-35 ปี,ข้าราชการ/รัฐวิสาหกิจ,"30,001-40,000 บาท",ปทุมธานี,แชมพู,แชมพู,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,2 เดือน
30-35 ปี,อาชีพอิสระ,"10,000-20,000 บาท",สงขลา,เจลล้างหน้า,โลชั่นบำรุงผิว,ร้านค้าในอินเทอร์เน็ต,ซื้อ,2 เดือน
36-40 ปี,ข้าราชการ/รัฐวิสาหกิจ,"20,001-30,000 บาท",ภูเก็ต,ครีมบำรุงรอบดวงตา,แชมพู,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,2 เดือน
36-40 ปี,ข้าราชการ/รัฐวิสาหกิจ,"20,001-30,000 บาท",กรุงเทพมหานคร,เจลล้างมือ,ครีมบำรุงผิวหน้า,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,3 เดือน
36-40 ปี,ธุรกิจส่วนตัว,"10,000-20,000 บาท",สุราษฎร์ธานี,เจลล้างหน้า,แชมพู,ตัวแทนจำหน่าย(ขายตรง),ซื้อ,2 เดือน
36-40 ปี,ลูกจ้าง,"40,001-50,000 บาท",กรุงเทพมหานคร,แชมพู,ครีมบำรุงรอบดวงตา,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,2 เดือน
41-45 ปี,ข้าราชการ/รัฐวิสาหกิจ,"40,001-50,000 บาท",ตรัง,แชมพู,วิตามินบำรุงผม,สินค้า OTOP,ซื้อ,3 เดือน
45 ปีขึ้นไป,ข้าราชการ/รัฐวิสาหกิจ,"20,001-30,000 บาท",สตูล,แชมพู,สบู่เหลวอาบน้ำ,ตัวแทนจำหน่าย(ขายตรง),ซื้อ,3 เดือน
45 ปีขึ้นไป,ธุรกิจส่วนตัว,"40,001-50,000 บาท",ภูเก็ต,วิตามินบำรุงผม,สบู่ก้อน,ร้านค้าในอินเทอร์เน็ต,ซื้อ,3 เดือน
36-40 ปี,อาชีพอิสระ,"40,001-50,000 บาท",นครศรีธรรมราช,เจลล้างมือ,เจลล้างมือ,สินค้า OTOP,ไม่ซื้อ,3 เดือน
36-40 ปี,ลูกจ้าง,"20,001-30,000 บาท",ลพบุรี,แชมพู,ครีมบำรุงรอบดวงตา,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ไม่ซื้อ,1 เดือน
45 ปีขึ้นไป,ธุรกิจส่วนตัว,"40,001-50,000 บาท",สงขลา,เจลล้างมือ,เจลล้างมือ,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,3 เดือน
36-40 ปี,ลูกจ้าง,"20,001-30,000 บาท",กระบี่,แชมพู,สบู่ทำความสะอาดจุดซ้อนเร้น,สินค้า OTOP,ซื้อ,3 เดือน
36-40 ปี,ลูกจ้าง,"20,001-30,000 บาท",ประจวบคีรีขันธ์,แชมพู,แชมพู,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,1 เดือน
30-35 ปี,ลูกจ้าง,"10,000-20,000 บาท",สงขลา,โลชั่นบำรุงผิว,เจลล้างมือ,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,2 เดือน
45 ปีขึ้นไป,ข้าราชการ/รัฐวิสาหกิจ,"40,001-50,000 บาท",นนทบุรี,วิตามินบำรุงผม,แชมพู,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,3 เดือน
30-35 ปี,ข้าราชการ/รัฐวิสาหกิจ,"20,001-30,000 บาท",ราชบุรี,แชมพู,เจลล้างมือ,ร้านค้าในอินเทอร์เน็ต,ซื้อ,2 เดือน
36-40 ปี,ธุรกิจส่วนตัว,"20,001-30,000 บาท",นครศรีธรรมราช,แชมพู,เจลล้างมือ,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,2 เดือน
45 ปีขึ้นไป,ข้าราชการ/รัฐวิสาหกิจ,"40,001-50,000 บาท",ราชบุรี,แชมพู,เจลล้างมือ,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,2 เดือน
41-45 ปี,ข้าราชการ/รัฐวิสาหกิจ,"30,001-40,000 บาท",ราชบุรี,แชมพู,แชมพู,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,1 เดือน
30-35 ปี,ข้าราชการ/รัฐวิสาหกิจ,"10,000-20,000 บาท",นครปฐม,โลชั่นบำรุงผิว,โลชั่นบำรุงผิว,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,2 เดือน
45 ปีขึ้นไป,ข้าราชการ/รัฐวิสาหกิจ,"40,001-50,000 บาท",ราชบุรี,แชมพู,แชมพู,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,1 เดือน
36-40 ปี,ข้าราชการ/รัฐวิสาหกิจ,"20,001-30,000 บาท",ประจวบคีรีขันธ์,ครีมบำรุงผิวหน้า,เจลล้างมือ,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,3 เดือน
30-35 ปี,ลูกจ้าง,"30,001-40,000 บาท",ประจวบคีรีขันธ์,เจลล้างมือ,เจลล้างหน้า,ร้านค้าเพื่อความสวยงามทั่วไป,ไม่ซื้อ,3 เดือน
45 ปีขึ้นไป,ข้าราชการ/รัฐวิสาหกิจ,"40,001-50,000 บาท",ราชบุรี,แชมพู,สบู่ก้อน,สินค้า OTOP,ซื้อ,2 เดือน
30-35 ปี,ลูกจ้าง,"40,001-50,000 บาท",กรุงเทพมหานคร,เจลล้างมือ,ครีมบำรุงผิวหน้า,ร้านค้าเพื่อความสวยงามทั่วไป,ไม่ซื้อ,3 เดือน
41-45 ปี,ข้าราชการ/รัฐวิสาหกิจ,"30,001-40,000 บาท",เชียงใหม่,แชมพู,สบู่ก้อน,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,1 เดือน
36-40 ปี,ธุรกิจส่วนตัว,"30,001-40,000 บาท",สมุทรสาคร,โลชั่นบำรุงผิว,แชมพู,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,3 เดือน
36-40 ปี,อาชีพอิสระ,"10,000-20,000 บาท",กรุงเทพมหานคร,เจลล้างมือ,เจลล้างมือ,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,1 เดือน
30-35 ปี,ข้าราชการ/รัฐวิสาหกิจ,"10,000-20,000 บาท",สตูล,สบู่เหลวอาบน้ำ,แชมพู,สินค้า OTOP,ซื้อ,1 เดือน
30-35 ปี,ข้าราชการ/รัฐวิสาหกิจ,"20,001-30,000 บาท",สงขลา,เจลล้างมือ,ครีมบำรุงผิวหน้า,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,2 เดือน
45 ปีขึ้นไป,ข้าราชการ/รัฐวิสาหกิจ,"20,001-30,000 บาท",สงขลา,แชมพู,แชมพู,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,1 เดือน
45 ปีขึ้นไป,ข้าราชการ/รัฐวิสาหกิจ,"20,001-30,000 บาท",สงขลา,แชมพู,แชมพู,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,2 เดือน
30-35 ปี,ลูกจ้าง,"20,001-30,000 บาท",สงขลา,ครีมบำรุงรอบดวงตา,ครีมบำรุงรอบดวงตา,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,3 เดือน
30-35 ปี,ลูกจ้าง,"10,000-20,000 บาท",สงขลา,ครีมบำรุงผิวหน้า,สบู่เหลวอาบน้ำ,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,1 เดือน
30-35 ปี,ลูกจ้าง,"10,000-20,000 บาท",สงขลา,แชมพู,แชมพู,ร้านค้าในอินเทอร์เน็ต,ซื้อ,1 เดือน
41-45 ปี,ลูกจ้าง,"20,001-30,000 บาท",นครศรีธรรมราช,แชมพู,ครีมบำรุงรอบดวงตา,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,1 เดือน
41-45 ปี,ข้าราชการ/รัฐวิสาหกิจ,"20,001-30,000 บาท",สงขลา,แชมพู,ครีมบำรุงผิวหน้า,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,1 เดือน
36-40 ปี,ลูกจ้าง,"10,000-20,000 บาท",กรุงเทพมหานคร,แชมพู,แชมพู,สินค้า OTOP,ซื้อ,1 เดือน
45 ปีขึ้นไป,ข้าราชการ/รัฐวิสาหกิจ,"20,001-30,000 บาท",สงขลา,แชมพู,สบู่เหลวอาบน้ำ,สินค้า OTOP,ซื้อ,2 เดือน
41-45 ปี,ข้าราชการ/รัฐวิสาหกิจ,"10,000-20,000 บาท",สงขลา,โลชั่นบำรุงผิว,โลชั่นบำรุงผิว,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,2 เดือน
45 ปีขึ้นไป,ข้าราชการ/รัฐวิสาหกิจ,"20,001-30,000 บาท",สงขลา,สบู่เหลวอาบน้ำ,เจลล้างหน้า,สินค้า OTOP,ซื้อ,3 เดือน
41-45 ปี,ข้าราชการ/รัฐวิสาหกิจ,"10,000-20,000 บาท",สงขลา,แชมพู,เจลล้างมือ,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,1 เดือน
41-45 ปี,อาชีพอิสระ,"10,000-20,000 บาท",สงขลา,แชมพู,สบู่ก้อน,สินค้า OTOP,ซื้อ,1 เดือน
45 ปีขึ้นไป,ข้าราชการ/รัฐวิสาหกิจ,"20,001-30,000 บาท",สงขลา,ครีมกันแดด,วิตามินบำรุงผม,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,2 เดือน
41-45 ปี,ข้าราชการ/รัฐวิสาหกิจ,"20,001-30,000 บาท",สงขลา,แชมพู,สบู่ก้อน,สินค้า OTOP,ซื้อ,1 เดือน
41-45 ปี,ข้าราชการ/รัฐวิสาหกิจ,"20,001-30,000 บาท",สงขลา,แชมพู,แชมพู,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,2 เดือน
30-35 ปี,ลูกจ้าง,"10,000-20,000 บาท",กรุงเทพมหานคร,แชมพู,ครีมบำรุงรอบดวงตา,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,3 เดือน
41-45 ปี,ข้าราชการ/รัฐวิสาหกิจ,"20,001-30,000 บาท",สงขลา,ครีมบำรุงผิวหน้า,เจลล้างหน้า,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,3 เดือน
36-40 ปี,อาชีพอิสระ,"10,000-20,000 บาท",สงขลา,เจลล้างมือ,แชมพู,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,3 เดือน
30-35 ปี,ลูกจ้าง,"30,001-40,000 บาท",ชลบุรี,สบู่ก้อน,สบู่ก้อน,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,2 เดือน
36-40 ปี,ลูกจ้าง,"40,001-50,000 บาท",กรุงเทพมหานคร,ครีมบำรุงผิวหน้า,ครีมบำรุงผิวหน้า,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ไม่ซื้อ,3 เดือน
36-40 ปี,ลูกจ้าง,"20,001-30,000 บาท",พิษณุโลก,แชมพู,เจลล้างมือ,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,2 เดือน
30-35 ปี,ธุรกิจส่วนตัว,"10,000-20,000 บาท",ประจวบคีรีขันธ์,เจลล้างมือ,เจลล้างมือ,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,2 เดือน
30-35 ปี,ข้าราชการ/รัฐวิสาหกิจ,"10,000-20,000 บาท",กรุงเทพมหานคร,โลชั่นบำรุงผิว,โลชั่นบำรุงผิว,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,3 เดือน
45 ปีขึ้นไป,ข้าราชการ/รัฐวิสาหกิจ,"30,001-40,000 บาท",กรุงเทพมหานคร,วิตามินบำรุงผม,วิตามินบำรุงผม,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,1 เดือน
41-45 ปี,ลูกจ้าง,"20,001-30,000 บาท",ปทุมธานี,ครีมบำรุงผิวหน้า,ครีมบำรุงผิวหน้า,ร้านค้าในอินเทอร์เน็ต,ซื้อ,2 เดือน
30-35 ปี,ธุรกิจส่วนตัว,"40,001-50,000 บาท",กรุงเทพมหานคร,เจลล้างหน้า,เจลล้างหน้า,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ไม่ซื้อ,1 เดือน
30-35 ปี,ลูกจ้าง,"30,001-40,000 บาท",ปทุมธานี,แชมพู,แชมพู,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,3 เดือน
30-35 ปี,ธุรกิจส่วนตัว,"10,000-20,000 บาท",กรุงเทพมหานคร,แชมพู,แชมพู,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,1 เดือน
30-35 ปี,ลูกจ้าง,"10,000-20,000 บาท",กรุงเทพมหานคร,ครีมบำรุงผิวหน้า,วิตามินบำรุงผม,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,1 เดือน
30-35 ปี,ลูกจ้าง,"10,000-20,000 บาท",สุราษฎร์ธานี,ครีมบำรุงผิวหน้า,โลชั่นบำรุงผิว,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,1 เดือน
30-35 ปี,ลูกจ้าง,"10,000-20,000 บาท",สุราษฎร์ธานี,แชมพู,แชมพู,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,1 เดือน
36-40 ปี,ลูกจ้าง,"10,000-20,000 บาท",กระบี่,แชมพู,แชมพู,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,3 เดือน
30-35 ปี,ลูกจ้าง,"10,000-20,000 บาท",สุราษฎร์ธานี,โลชั่นบำรุงผิว,วิตามินบำรุงผม,ตัวแทนจำหน่าย(ขายตรง),ซื้อ,1 เดือน
30-35 ปี,อาชีพอิสระ,"10,000-20,000 บาท",สุราษฎร์ธานี,เจลล้างหน้า,ครีมบำรุงผิวหน้า,ร้านค้าในอินเทอร์เน็ต,ซื้อ,1 เดือน
30-35 ปี,ลูกจ้าง,"10,000-20,000 บาท",กระบี่,ครีมบำรุงผิวหน้า,โลชั่นบำรุงผิว,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,1 เดือน
30-35 ปี,อาชีพอิสระ,"10,000-20,000 บาท",สุราษฎร์ธานี,โลชั่นบำรุงผิว,โลชั่นบำรุงผิว,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,2 เดือน
30-35 ปี,ธุรกิจส่วนตัว,"10,000-20,000 บาท",กระบี่,เจลล้างหน้า,เจลล้างหน้า,ตัวแทนจำหน่าย(ขายตรง),ซื้อ,2 เดือน
30-35 ปี,ลูกจ้าง,"10,000-20,000 บาท",กระบี่,โลชั่นบำรุงผิว,สบู่เหลวอาบน้ำ,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,1 เดือน
30-35 ปี,ลูกจ้าง,"10,000-20,000 บาท",สุราษฎร์ธานี,สบู่เหลวอาบน้ำ,สบู่เหลวอาบน้ำ,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,1 เดือน
30-35 ปี,อาชีพอิสระ,"10,000-20,000 บาท",กระบี่,โลชั่นบำรุงผิว,เจลล้างมือ,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,1 เดือน
30-35 ปี,อาชีพอิสระ,"10,000-20,000 บาท",กระบี่,โลชั่นบำรุงผิว,เจลล้างมือ,ตัวแทนจำหน่าย(ขายตรง),ซื้อ,1 เดือน
30-35 ปี,ข้าราชการ/รัฐวิสาหกิจ,"10,000-20,000 บาท",ตรัง,สบู่ก้อน,สบู่ก้อน,ร้านค้าในอินเทอร์เน็ต,ซื้อ,2 เดือน
30-35 ปี,ธุรกิจส่วนตัว,"10,000-20,000 บาท",กระบี่,แชมพู,แชมพู,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,1 เดือน
30-35 ปี,ธุรกิจส่วนตัว,"10,000-20,000 บาท",พัทลุง,เจลล้างมือ,แชมพู,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,1 เดือน
30-35 ปี,อาชีพอิสระ,"10,000-20,000 บาท",กระบี่,ครีมบำรุงผิวหน้า,ครีมกันแดด,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,1 เดือน
30-35 ปี,อาชีพอิสระ,"10,000-20,000 บาท",ประจวบคีรีขันธ์,แชมพู,แชมพู,สินค้า OTOP,ซื้อ,1 เดือน
30-35 ปี,ธุรกิจส่วนตัว,"20,001-30,000 บาท",ภูเก็ต,สบู่เหลวอาบน้ำ,เจลล้างมือ,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,1 เดือน
36-40 ปี,ธุรกิจส่วนตัว,"40,001-50,000 บาท",ปัตตานี,ครีมบำรุงผิวหน้า,โลชั่นบำรุงผิว,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,2 เดือน
30-35 ปี,ลูกจ้าง,"10,000-20,000 บาท",กระบี่,เจลล้างมือ,เจลล้างหน้า,ตัวแทนจำหน่าย(ขายตรง),ซื้อ,1 เดือน
36-40 ปี,ข้าราชการ/รัฐวิสาหกิจ,"20,001-30,000 บาท",กระบี่,แชมพู, เจลล้างมือ,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,2 เดือน
36-40 ปี,ข้าราชการ/รัฐวิสาหกิจ,"20,001-30,000 บาท",กระบี่,ครีมบำรุงผิวหน้า,สบู่ก้อน,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,3 เดือน
30-35 ปี,ลูกจ้าง,"10,000-20,000 บาท",สุราษฎร์ธานี,เจลล้างหน้า,ครีมบำรุงรอบดวงตา,ร้านค้าในอินเทอร์เน็ต,ซื้อ,3 เดือน
30-35 ปี,ลูกจ้าง,"10,000-20,000 บาท",กระบี่,ครีมบำรุงผิวหน้า,แชมพู,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,1 เดือน
30-35 ปี,ข้าราชการ/รัฐวิสาหกิจ,"10,000-20,000 บาท",พัทลุง,ครีมบำรุงรอบดวงตา,ครีมบำรุงรอบดวงตา,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,1 เดือน
30-35 ปี,ลูกจ้าง,"20,001-30,000 บาท",เพชรบูรณ์,แชมพู,ครีมบำรุงผิวหน้า,ร้านค้าเพื่อความสวยงามทั่วไป,ไม่ซื้อ,2 เดือน
30-35 ปี,ลูกจ้าง,"10,000-20,000 บาท",กระบี่,ครีมบำรุงผิวหน้า,เจลล้างหน้า,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,2 เดือน
30-35 ปี,ลูกจ้าง,"20,001-30,000 บาท",สุราษฎร์ธานี,โลชั่นบำรุงผิว,เจลล้างมือ,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,2 เดือน
36-40 ปี,ข้าราชการ/รัฐวิสาหกิจ,"10,000-20,000 บาท",สุราษฎร์ธานี,แชมพู,แชมพู,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,1 เดือน
36-40 ปี,ธุรกิจส่วนตัว,"20,001-30,000 บาท",กระบี่,แชมพู,เจลล้างหน้า,สินค้า OTOP,ซื้อ,1 เดือน
30-35 ปี,ลูกจ้าง,"10,000-20,000 บาท",พัทลุง,แชมพู,แชมพู,ร้านเสริมสวย,ซื้อ,1 เดือน
45 ปีขึ้นไป,ข้าราชการ/รัฐวิสาหกิจ,"40,001-50,000 บาท",กระบี่,โลชั่นบำรุงผิว,โลชั่นบำรุงผิว,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,1 เดือน
36-40 ปี,ข้าราชการ/รัฐวิสาหกิจ,"20,001-30,000 บาท",กระบี่,แชมพู,แชมพู,ร้านค้าในอินเทอร์เน็ต,ซื้อ,3 เดือน
36-40 ปี,ลูกจ้าง,"10,000-20,000 บาท",กระบี่,แชมพู,สบู่ก้อน,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,1 เดือน
45 ปีขึ้นไป,ข้าราชการ/รัฐวิสาหกิจ,"40,001-50,000 บาท",กระบี่,โลชั่นบำรุงผิว,โลชั่นบำรุงผิว,ร้านค้าเพื่อความสวยงามทั่วไป,ไม่ซื้อ,1 เดือน
30-35 ปี,ลูกจ้าง,"10,000-20,000 บาท",นนทบุรี,ครีมบำรุงผิวหน้า,ครีมบำรุงผิวหน้า,ร้านเสริมสวย,ซื้อ,1 เดือน
41-45 ปี,ข้าราชการ/รัฐวิสาหกิจ,"30,001-40,000 บาท",ปทุมธานี,แชมพู,สบู่เหลวอาบน้ำ,เคาเตอร์แบรนด์ห้างสรรพสินค้า,ซื้อ,3 เดือน
45 ปีขึ้นไป,ข้าราชการ/รัฐวิสาหกิจ,"20,001-30,000 บาท",ปทุมธานี,วิตามินบำรุงผม,เจลล้างหน้า,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,2 เดือน
36-40 ปี,ลูกจ้าง,"20,001-30,000 บาท",ปทุมธานี,สบู่ก้อน,ครีมบำรุงรอบดวงตา,ร้านค้าเพื่อความสวยงามทั่วไป,ซื้อ,1 เดือน
